season_year,date,tmin,tmax,tavg,rain,chill_day,forcing_day,sun_hours_day,chill_accum,forcing_accum,frost_flag,heat_flag,rain_flag,no_bee_flight,precip_accum,temp_accum,sun_hours_accum
1985,1984-11-01,12.2,15.7,13.741666666666667,0.0,0,24,5,0,24,0,0,0,0,0.0,13.741666666666667,5
1985,1984-11-02,6.6,13.8,10.829166666666666,16.7,5,24,0,5,48,0,0,2,1,16.7,24.570833333333333,5
1985,1984-11-03,5.0,9.2,7.05,1.3,12,24,5,17,72,0,0,1,1,18.0,31.620833333333334,10
1985,1984-11-04,4.7,9.9,6.925,0.0,15,24,4,32,96,0,0,0,0,18.0,38.545833333333334,14
1985,1984-11-05,4.7,7.6,5.8625,0.0,20,24,3,52,120,0,0,0,0,18.0,44.40833333333333,17
1985,1984-11-06,4.6,8.0,6.458333333333333,2.1,13,24,0,65,144,0,0,1,1,20.1,50.86666666666667,17
1985,1984-11-07,7.6,12.2,9.983333333333333,0.1,0,24,0,65,168,0,0,0,0,20.2,60.849999999999994,17
1985,1984-11-08,9.2,13.0,10.970833333333333,12.9,0,24,0,65,192,0,0,2,1,33.1,71.82083333333333,17
1985,1984-11-09,4.8,12.6,8.799999999999999,12.2,6,24,0,71,216,0,0,2,1,45.3,80.62083333333334,17
1985,1984-11-10,6.4,12.5,9.612499999999999,0.0,1,24,6,72,240,0,0,0,0,45.3,90.23333333333333,23
1985,1984-11-11,8.0,12.5,10.554166666666667,0.5,0,24,0,72,264,0,0,0,0,45.8,100.7875,23
1985,1984-11-12,7.4,12.9,10.545833333333333,11.8,0,24,0,72,288,0,0,2,1,57.6,111.33333333333333,23
1985,1984-11-13,5.4,9.5,7.7124999999999995,0.9,7,24,5,79,312,0,0,0,0,58.5,119.04583333333333,28
1985,1984-11-14,3.2,10.1,7.729166666666667,0.5,6,23,1,85,335,0,0,0,0,59.0,126.77499999999999,29
1985,1984-11-15,0.6,4.6,2.8208333333333333,0.0,24,11,4,109,346,0,0,0,0,59.0,129.59583333333333,33
1985,1984-11-16,1.6,6.1,3.6875,0.0,24,13,5,133,359,0,0,0,0,59.0,133.28333333333333,38
1985,1984-11-17,4.8,7.0,6.079166666666667,0.0,24,24,0,157,383,0,0,0,0,59.0,139.36249999999998,38
1985,1984-11-18,4.1,7.2,5.3125,0.0,22,24,0,179,407,0,0,0,0,59.0,144.67499999999998,38
1985,1984-11-19,3.8,7.9,5.2875000000000005,0.0,20,24,4,199,431,0,0,0,0,59.0,149.9625,42
1985,1984-11-20,3.1,10.3,6.483333333333333,4.7,11,22,3,210,453,0,0,1,1,63.7,156.44583333333333,45
1985,1984-11-21,6.4,11.1,8.729166666666666,3.0,7,24,5,217,477,0,0,1,1,66.7,165.17499999999998,50
1985,1984-11-22,9.0,11.9,10.558333333333334,14.0,0,24,0,217,501,0,0,2,1,80.7,175.73333333333332,50
1985,1984-11-23,8.0,11.7,9.583333333333334,4.8,0,24,2,217,525,0,0,1,1,85.5,185.31666666666666,52
1985,1984-11-24,6.9,9.9,8.0875,0.0,3,24,5,220,549,0,0,0,0,85.5,193.40416666666667,57
1985,1984-11-25,3.9,9.5,6.429166666666667,0.0,17,24,5,237,573,0,0,0,0,85.5,199.83333333333334,62
1985,1984-11-26,2.3,7.8,4.183333333333334,0.0,20,12,6,257,585,0,0,0,0,85.5,204.01666666666665,68
1985,1984-11-27,4.7,11.5,9.0625,0.8999999999999999,4,24,0,261,609,0,0,0,0,86.4,213.07916666666665,68
1985,1984-11-28,7.5,11.0,9.179166666666667,1.0,0,24,4,261,633,0,0,1,1,87.4,222.25833333333333,72
1985,1984-11-29,8.4,11.5,10.012500000000001,0.0,0,24,0,261,657,0,0,0,0,87.4,232.27083333333334,72
1985,1984-11-30,8.5,11.9,10.083333333333334,0.2,0,24,3,261,681,0,0,0,0,87.6,242.35416666666666,75
1985,1984-12-01,7.1,10.5,8.670833333333333,6.8,0,24,0,261,705,0,0,2,1,94.4,251.025,75
1985,1984-12-02,4.8,8.2,6.833333333333333,3.7,12,24,0,273,729,0,0,1,1,98.1,257.85833333333335,75
1985,1984-12-03,4.3,9.2,7.166666666666667,7.4,8,24,0,281,753,0,0,2,1,105.5,265.025,75
1985,1984-12-04,6.5,9.6,8.125,0.0,3,24,1,284,777,0,0,0,0,105.5,273.15,76
1985,1984-12-05,8.3,11.8,10.004166666666666,2.1999999999999997,0,24,0,284,801,0,0,1,1,107.7,283.15416666666664,76
1985,1984-12-06,3.9,8.4,6.195833333333333,0.4,17,24,4,301,825,0,0,0,0,108.1,289.35,80
1985,1984-12-07,5.0,10.0,7.570833333333333,0.0,9,24,4,310,849,0,0,0,0,108.1,296.92083333333335,84
1985,1984-12-08,3.8,7.8,5.6375,0.1,20,24,3,330,873,0,0,0,0,108.2,302.55833333333334,87
1985,1984-12-09,2.1,7.2,4.3500000000000005,0.0,23,14,4,353,887,0,0,0,0,108.2,306.9083333333333,91
1985,1984-12-10,1.5,8.7,4.391666666666667,0.0,20,11,4,373,898,0,0,0,0,108.2,311.3,95
1985,1984-12-11,-1.2,3.2,1.4708333333333332,0.0,18,0,0,391,898,0,0,0,0,108.2,312.7708333333333,95
1985,1984-12-12,3.0,6.1,4.741666666666666,0.0,24,22,0,415,920,0,0,0,0,108.2,317.5125,95
